280.000000	0.000000
280.002000	0.000000
280.004000	0.000000
280.006001	0.000000
280.008001	0.000000
280.010001	0.000000
280.012001	0.000000
280.014001	0.000000
280.016002	0.000000
280.018002	0.000000
280.020002	0.000000
280.022002	0.000000
280.024002	0.000000
280.026003	0.000000
280.028003	0.000000
280.030003	0.000000
280.032003	0.000000
280.034003	0.000000
280.036004	0.000000
280.038004	0.000000
280.040004	0.000000
280.042004	0.000000
280.044004	0.000000
280.046005	0.000000
280.048005	0.000000
280.050005	0.000000
280.052005	0.000000
280.054005	0.000000
280.056006	0.000000
280.058006	0.000000
280.060006	0.000000
280.062006	0.000000
280.064006	0.000000
280.066007	0.000000
280.068007	0.000000
280.070007	0.000000
280.072007	0.000000
280.074007	0.000000
280.076008	0.000000
280.078008	0.000000
280.080008	0.000000
280.082008	0.000000
280.084008	0.000000
280.086009	0.000000
280.088009	0.000000
280.090009	0.000000
280.092009	0.000000
280.094009	0.000000
280.096010	0.000000
280.098010	0.000000
280.100010	0.000000
280.102010	0.000000
280.104010	0.000000
280.106011	0.000000
280.108011	0.000000
280.110011	0.000000
280.112011	0.000000
280.114011	0.000000
280.116012	0.000000
280.118012	0.000000
280.120012	0.000000
280.122012	0.000000
280.124012	0.000000
280.126013	0.000000
280.128013	0.000000
280.130013	0.000000
280.132013	0.000000
280.134013	0.000000
280.136014	0.000000
280.138014	0.000000
280.140014	0.000000
280.142014	0.000000
280.144014	0.000000
280.146015	0.000000
280.148015	0.000000
280.150015	0.000000
280.152015	0.000000
280.154015	0.000000
280.156016	0.000000
280.158016	0.000000
280.160016	0.000000
280.162016	0.000000
280.164016	0.000000
280.166017	0.000000
280.168017	0.000000
280.170017	0.000000
280.172017	0.000000
280.174017	0.000000
280.176018	0.000000
280.178018	0.000000
280.180018	0.000000
280.182018	0.000000
280.184018	0.000000
280.186019	0.000000
280.188019	0.000000
280.190019	0.000000
280.192019	0.000000
280.194019	0.000000
280.196020	0.000000
280.198020	0.000000
280.200020	0.000000
280.202020	0.000000
280.204020	0.000000
